conference_id,Link,Sub,Noti,Cam,Conf,Successfully,Note,Đúng 100%,812,Còn lại,44,Error,111
6639c493078f0b3454c91b8e,,,,,,y,,,,,,,
6639c4a5078f0b3454c91b9e,,,,,,y,chưa có cfp,,,,,,
6639c4ae078f0b3454c91ba6,,,,,,y,chưa có cfp,,,,,,
6639c4ea078f0b3454c91bda,,,,,,y,chưa có cfp,,,,,,
6639c4fc078f0b3454c91bea,,,,,,y,,,,,,,
6639c523078f0b3454c91c0e,,,,,,y,,,,,,,
6639c527078f0b3454c91c12,,,,,,y,chưa có cfp,,,,,,
6639c52b078f0b3454c91c16,,,,,,y,,,,,,,
6639c535078f0b3454c91c20,,,,,,y,chưa có cfp,,,,,,
6639c6914c771c093141cb86,,,,,,y,,,,,,,
6639c6a04c771c093141cb94,,,,,,y,chưa có cfp,,,,,,
6639c6b64c771c093141cbaa,,,,,,y,chưa có cfp,,,,,,
6639c495078f0b3454c91b90,,,,,,y,,,,,,,
6639c4aa078f0b3454c91ba2,,,,,,y,,,,,,,
6639c4d3078f0b3454c91bca,,,,,,y,,,,,,,
6639c4f1078f0b3454c91be0,,,,,,y,,,,,,,
6639c4f4078f0b3454c91be2,,,,,,y,chưa có cfp,,,,,,
6639c509078f0b3454c91bf6,,,,,,y,có link location riêng ,,,,,,
6639c50b078f0b3454c91bf8,,,,,,n,load chưa đc,,,,,,
6639c531078f0b3454c91c1c,,,,,,y,,,,,,,
6639c549078f0b3454c91c32,,,,,,y,,,,,,,
6639c55a078f0b3454c91c42,,,,,,n,không tìm thấy link,,,,,,
6639c6764c771c093141cb6c,,,,,,y,,,,,,,
6639c6884c771c093141cb7e,,,,,,y,,,,,,,
6639c6974c771c093141cb8c,,,,,,y,,,,,,,
6639c6a84c771c093141cb9c,,,,,,y,chưa có cfp,từ đây không lấy cfp nữa ,,,,,
6639c6ae4c771c093141cba2,,,,,,y,,,,,,,
6639c6ba4c771c093141cbae,,,,,,y,,,,,,,
6639c6cd4c771c093141cbc0,,,,,,y,,,,,,,
6639c6c84c771c093141cbbc,,,,,,n,không tìm thấy link,,,,,,
6639c6cb4c771c093141cbbe,,,,,,y,,,,,,,
6639c6be4c771c093141cbb2,,,,,,y,,,,,,,
6639c7064c771c093141cbf6,,,,,,y,,,,,,,
6639c7104c771c093141cbfe,,,,,,y,,,,,,,
6639c71a4c771c093141cc08,,,,,,y,,,,,,,
6639c71f4c771c093141cc0c,,,,,,y,,,,,,,
6639c73a4c771c093141cc26,,,,,,y,chưa có location (location trong hình ảnh),,,,,,
6639ceb5c521b3f2ad61146b,,,,,,y,chưa có location (location trong hình ảnh) và không lấy abstract,,,,,,
6639ceb8c521b3f2ad61146d,,,,,,y,,,,,,,
6639cebcc521b3f2ad611471,,,,,,y,link cfp là pdf,,,,,,
6639cecec521b3f2ad611481,,,,,,y,,,,,,,
6639ced0c521b3f2ad611483,,,,,,y,,,,,,,
6639cedfc521b3f2ad611491,,,,,,y,,,,,,,
6639cee5c521b3f2ad611497,,,,,,y,,,,,,,
6639cef6c521b3f2ad6114a5,,,,,,y,,,,,,,
6639cf0fc521b3f2ad6114bb,,,,,,y,,,,,,,
6639cf1bc521b3f2ad6114c5,,,,,,y,,,,,,,
6639cf1fc521b3f2ad6114c9,,,,,,n,không tìm thấy link,,,,,,
6639cf3fc521b3f2ad6114e5,,,,,,y,,,,,,,
6639cf52c521b3f2ad6114f7,,,,,,y,chưa có location,,,,,,
6639cf56c521b3f2ad6114fb,,,,,,y,,,,,,,
6639cf58c521b3f2ad6114fd,,,,,,n,search k ra link,,,,,,
6639d0082aa97d8b88806025,,,,,,y,,,,,,,
6639c6d94c771c093141cbca,,,,,,y,,,,,,,
6639c6df4c771c093141cbd0,,,,,,y,,,,,,,
6639c7124c771c093141cc00,,,,,,y,,,,,,,
6639c7184c771c093141cc06,,,,,,y,,,,,,,
6639c7234c771c093141cc10,,,,,,y,,,,,,,
6639c72d4c771c093141cc1a,,,,,,y,,,,,,,
6639c7364c771c093141cc22,,,,,,y,,,,,,,
6639ceb3c521b3f2ad611469,,,,,,y,,,,,,,
6639ceedc521b3f2ad61149d,,,,,,y,,,,,,,
6639cf17c521b3f2ad6114c1,,,,,,y,,,,,,,
6639cf1dc521b3f2ad6114c7,,,,,,y,,,,,,,
6639cf45c521b3f2ad6114eb,,,,,,y,,,,,,,
6639cf6bc521b3f2ad61150f,,,,,,n,search k ra link,,,,,,
6639cf6dc521b3f2ad611511,,,,,,y,,,,,,,
6639cffb2aa97d8b88806019,,,,,,n,đã sang 2025,,,,,,
6639d00a2aa97d8b88806027,,,,,,n,link dead,,,,,,
6639d0162aa97d8b88806033,,,,,,y,location trong hình,"check nguồn trang chưa, nhiều khi trong đó lại có",,,,,
6639d01a2aa97d8b88806037,,,,,,y,,,,,,,
6639c6d44c771c093141cbc6,,,,,,y,,,,,,,
6639c6e44c771c093141cbd4,,,,,,y,,,,,,,
6639c6ec4c771c093141cbdc,,,,,,y,,,,,,,
6639c6f84c771c093141cbe8,,,,,,,,,,,,,
6639c7294c771c093141cc16,,,,,,chiều nay,,,,,,,
6639c72b4c771c093141cc18,,,,,,y,,,,,,,
6639c7434c771c093141cc2e,,,,,,n,"Tìm được link có tên vết tắt, nhưng title khác",,,,,,
6639cebec521b3f2ad611473,,,,,,y,Location lấy từ DPLP,,,,,,
6639cec1c521b3f2ad611475,,,,,,n,Link 2023 die rồi,,,,,,
6639cee1c521b3f2ad611493,,,,,,y,,,,,,,
6639cee8c521b3f2ad611499,,,,,,y,Chưa có cfp,,,,,,
6639cef1c521b3f2ad6114a1,,,,,,y,,,,,,,
6639ceffc521b3f2ad6114ad,,,,,,n,Có link nhưng không load được,,,,,,
6639cf01c521b3f2ad6114af,Khôi làm,,,,,y,,,,,,,
6639cf26c521b3f2ad6114cf,,,,,,n,Không tìm thấy link,,,,,,
6639cf34c521b3f2ad6114db,,,,,,y,,,,,,,
6639cf41c521b3f2ad6114e7,,,,,,y,,,,,,,
6639cf4cc521b3f2ad6114f1,,,,,,y,,,,,,,
6639cf5cc521b3f2ad611501,,,,,,y,,,,,,,
6639cf73c521b3f2ad611517,,,,,,y,,,,,,,
6639cf75c521b3f2ad611519,,,,,,y,,,,,,,
6639cf79c521b3f2ad61151d,,,,,,y,,,,,,,
6639cf7dc521b3f2ad611521,,,,,,y,,,,,,,
6639d0182aa97d8b88806035,,,,,,y,,,,,,,
6639d0232aa97d8b8880603f,,,,,,y,,,,,,,
6639c6d04c771c093141cbc2,,,,,,y,,,,,,,
6639c6d24c771c093141cbc4,,,,,,y,,,,,,,
6639c6db4c771c093141cbcc,,,,,,y,,,,,,,
6639c6e64c771c093141cbd6,,,,,,y,,,,,,,
6639c6f24c771c093141cbe2,,,,,,n,Không tìm thấy link,,,,,,
6639c7014c771c093141cbf2,,,,,,y,,,,,,,
6639c7164c771c093141cc04,,,,,,y,,,,,,,
6639c71c4c771c093141cc0a,,,,,,y,,,,,,,
6639c7254c771c093141cc12,,,,,,,,,,,,,
6639c7274c771c093141cc14,,,,,,,,,,,,,
6639c72f4c771c093141cc1c,,,,,,,,,,,,,
6639c7404c771c093141cc2c,,,,,,,,,,,,,
6639ceaec521b3f2ad611465,,,,,,,,,,,,,
6639cebac521b3f2ad61146f,,,,,,,,,,,,,
6639ced9c521b3f2ad61148b,,,,,,,,,,,,,
6639cf0ac521b3f2ad6114b7,,,,,,,,,,,,,
6639cf11c521b3f2ad6114bd,,,,,,,,,,,,,
6639cf14c521b3f2ad6114bf,,,,,,,,,,,,,
6639cf2ec521b3f2ad6114d5,,,,,,,,,,,,,
6639cf43c521b3f2ad6114e9,,,,,,,,,,,,,
6639cf60c521b3f2ad611505,,,,,,,,,,,,,
6639cf62c521b3f2ad611507,,,,,,,,,,,,,
6639cf6fc521b3f2ad611513,,,,,,,,,,,,,
6639cf7fc521b3f2ad611523,,,,,,,,,,,,,
6639cff92aa97d8b88806017,,,,,,,,,,,,,
6639d0252aa97d8b88806041,,,,,,,,,,,,,
6639c6d74c771c093141cbc8,,,,,,,,,,,,,
6639c6c64c771c093141cbba,,,,,,,,,,,,,
6639c6c24c771c093141cbb6,,,,,,,,,,,,,
6639c6ea4c771c093141cbda,,,,,,,,,,,,,
6639c6f64c771c093141cbe6,,,,,,,,,,,,,
6639c6fe4c771c093141cbee,,,,,,,,,,,,,
6639c7044c771c093141cbf4,,,,,,,,,,,,,
6639c7214c771c093141cc0e,,,,,,,,,,,,,
6639c7324c771c093141cc1e,,,,,,,,,,,,,
6639cec8c521b3f2ad61147b,,,,,,,,,,,,,
6639cedbc521b3f2ad61148d,,,,,,n,k co link,,,,,,
6639ceddc521b3f2ad61148f,,,,,,,,,,,,,
6639ceeac521b3f2ad61149b,,,,,,,,,,,,,
6639cef3c521b3f2ad6114a3,,,,,,,,,,,,,
6639cf03c521b3f2ad6114b1,,,,,,,,,,,,,
6639cf05c521b3f2ad6114b3,,,,,,,,,,,,,
6639cf08c521b3f2ad6114b5,leave this to me,,,,,,,,,,,,
6639cf22c521b3f2ad6114cb,,,,,,,,,,,,,
6639cf37c521b3f2ad6114dd,,,,,,,,,,,,,
6639cf38c521b3f2ad6114df,,,,,,,,,,,,,
6639cf3ac521b3f2ad6114e1,,,,,,,,,,,,,
6639cf3cc521b3f2ad6114e3,,,,,,,,,,,,,
6639cf4ec521b3f2ad6114f3,,,,,,,,,,,,,
6639cf50c521b3f2ad6114f5,,,,,,,,,,,,,
6639cf54c521b3f2ad6114f9,,,,,,,,,,,,,
6639cf84c521b3f2ad611527,,,,,,y,,,,,,,
6639d0052aa97d8b88806023,,,,,,y,,,,,,,
6639d0122aa97d8b8880602f,,,,,,y,,,,,,,
6639d01e2aa97d8b8880603b,,,,,,y,,,,,,,
6639d0292aa97d8b88806045,,,,,,y,,,,,,,
6639d02b2aa97d8b88806047,,,,,,y,,,,,,,
6639c6dd4c771c093141cbce,,,,,,y,,,,,,,
6639c6e14c771c093141cbd2,,,,,,y,,,,,,,
6639c6ee4c771c093141cbde,,,,,,y,,,,,,,
6639c6fc4c771c093141cbec,,,,,,n,k co link,,,,,,
6639c7004c771c093141cbf0,,,,,,n,k co link,,,,,,
6639c70a4c771c093141cbfa,,,,,,y,,,,,,,
6639c70d4c771c093141cbfc,,,,,,y,,,,,,,
6639ceb1c521b3f2ad611467,,,,,,y,,,,,,,
6639cec4c521b3f2ad611477,,,,,,y,,,,,,,
6639ced4c521b3f2ad611487,,,,,,n,k co link,,,,,,
6639cee3c521b3f2ad611495,,,,,,y,,,,,,,
6639ceefc521b3f2ad61149f,,,,,,y,Luật dates đặt biệt,,,,,,
6639cef8c521b3f2ad6114a7,http://current.ieconference.org/,,,,,n,2023 bi canceled,,,,,,
6639cf0dc521b3f2ad6114b9,,,,,,y,,,,,,,
6639cf19c521b3f2ad6114c3,,,,,,y,,,,,,,
6639cf24c521b3f2ad6114cd,,,,,,n,k co link,,,,,,
6639cf2cc521b3f2ad6114d3,,,,,,y,,,,,,,
6639cf32c521b3f2ad6114d9,,,,,,y,,,,,,,
6639cf4ac521b3f2ad6114ef,,,,,,y,,,,,,,
6639cf5ac521b3f2ad6114ff,,,,,,y,,,,,,,
6639cf5ec521b3f2ad611503,,,,,,y,,,,,,,
6639cf65c521b3f2ad611509,,,,,,y,,,,,,,
6639cf66c521b3f2ad61150b,,,,,,y,2 round,,,,,,
6639cf77c521b3f2ad61151b,,,,,,y,,,,,,,
6639cf7bc521b3f2ad61151f,,,,,,y,,,,,,,
6639cf82c521b3f2ad611525,,,,,,y,,,,,,,
6639d0032aa97d8b88806021,,,,,,y,,,,,,,
6639d00c2aa97d8b88806029,,,,,,y,,,,,,,
6639d0142aa97d8b88806031,,,,,,y,,,,,,,
6639d02d2aa97d8b88806049,,,,,,y,,,,,,,
6639c6e84c771c093141cbd8,,,,,,y,,,,,,,
6639c7344c771c093141cc20,,,,,,n,k co link,,,,,,
6639cec6c521b3f2ad611479,,,,,,y,Luật dates đặt biệt,,,,,,
6639ceccc521b3f2ad61147f,,,,,,y,,,,,,,
6639cefac521b3f2ad6114a9,,,,,,y,,,,,,,
6639cf28c521b3f2ad6114d1,,,,,,y,,,,,,,
6639cf30c521b3f2ad6114d7,,,,,,y,,,,,,,
6639cf69c521b3f2ad61150d,,,,,,y,,,,,,,
6639cf86c521b3f2ad611529,,,,,,y,,,,,,,
6639cff62aa97d8b88806015,,,,,,y,,,,,,,
6639cfff2aa97d8b8880601d,,,,,,y,,,,,,,
6639d01c2aa97d8b88806039,,,,,,y,,,,,,,
6639d0202aa97d8b8880603d,,,,,,y,,,,,,,
6639d0272aa97d8b88806043,,,,,,y,,,,,,,
6639c6bc4c771c093141cbb0,,,,,,y,,,,,,,
6639c6c04c771c093141cbb4,,,,,,y,,,,,,,
6639c6c44c771c093141cbb8,,,,,,y,,,,,,,
6639c6f04c771c093141cbe0,,,,,,y,,,,,,,
6639c6f44c771c093141cbe4,,,,,,n,k co link,,,,,,
6639c6fa4c771c093141cbea,,,,,,n,nam 22,,,,,,
6639c7084c771c093141cbf8,,,,,,y,,,,,,,
6639c7144c771c093141cc02,,,,,,y,,,,,,,
6639c7384c771c093141cc24,,,,,,y,,,,,,,
6639c73c4c771c093141cc28,,,,,,n,nam 22,,,,,,
6639c73e4c771c093141cc2a,,,,,,y,,,,,,,
6639cecac521b3f2ad61147d,,,,,,y,,,,,,,
6639ced2c521b3f2ad611485,,,,,,y,,,,,,,
6639ced6c521b3f2ad611489,,,,,,y,,,,,,,
6639cefdc521b3f2ad6114ab,,,,,,n,k co link,,,,,,
6639cf48c521b3f2ad6114ed,,,,,,y,,,,,,,
6639cf71c521b3f2ad611515,,,,,,y,location từ ảnh,,,,,,
6639cff42aa97d8b88806013,,,,,,y,,,,,,,
6639cffd2aa97d8b8880601b,,,,,,y,,,,,,,
6639d0012aa97d8b8880601f,,,,,,y,,,,,,,
6639d00e2aa97d8b8880602b,,,,,,y,,,,,,,
6639d0102aa97d8b8880602d,,,,,,y,,,,,,,
6639d0322aa97d8b8880604f,,,,,,y,,,,,,,
6639d02f2aa97d8b8880604b,,,,,,y,,,,,,,
6639d03e2aa97d8b8880605b,,,,,,y,,,,,,,
6639d0312aa97d8b8880604d,,,,,,y,Luật dates đặt biệt,,,,,,
6639d0382aa97d8b88806055,,,,,,y,,,,,,,
6639d06a2aa97d8b88806083,,,,,,n,2018,,,,,,
6639d06c2aa97d8b88806085,,,,,,y,,,,,,,
6639d0882aa97d8b888060a1,,,,,,y,location từ ảnh,,,,,,
6639d0ab2aa97d8b888060c3,,,,,,y,,,,,,,
6639d0802aa97d8b88806099,,,,,,y,,,,,,,
6639d0932aa97d8b888060ab,,,,,,y,,,,,,,
6639d0a12aa97d8b888060b9,,,,,,y,,,,,,,
6639d0b32aa97d8b888060c9,,,,,,y,location từ ảnh,,,,,,
6639d0402aa97d8b8880605d,,,,,,y,"Luật dates đặt biệt, nhiều mùa",,,,,,
6639d04f2aa97d8b8880606b,,,,,,y,,,,,,,
6639d0512aa97d8b8880606d,,,,,,y,online conf với offline riêng,,,,,,
6639d0542aa97d8b8880606f,,,,,,y,,,,,,,
6639d05c2aa97d8b88806077,,,,,,y,,,,,,,
6639d0602aa97d8b8880607b,,,,,,y,,,,,,,
6639d0762aa97d8b8880608f,,,,,,y,,,,,,,
6639d07c2aa97d8b88806095,,,,,,y,,,,,,,
6639d0972aa97d8b888060af,,,,,,y,location trong ảnh,,,,,,
6639d0432aa97d8b8880605f,,,,,,y,,,,,,,
6639d0472aa97d8b88806063,,,,,,y,,,,,,,
6639d0482aa97d8b88806065,,,,,,y,,,,,,,
6639d04b2aa97d8b88806067,,,,,,y,location trong ảnh,,,,,,
6639d0562aa97d8b88806071,,,,,,n,nam 22,,,,,,
6639d05e2aa97d8b88806079,,,,,,y,,,,,,,
6639d06e2aa97d8b88806087,,,,,,y,,,,,,,
6639d09b2aa97d8b888060b3,,,,,,y,location trong ảnh,,,,,,
6639d09d2aa97d8b888060b5,,,,,,y,,,,,,,
6639d0ad2aa97d8b888060c5,,,,,,n,nam 22,,,,,,
6639d0352aa97d8b88806051,,,,,,n,nam 22,,,,,,
6639d03c2aa97d8b88806059,,,,,,y,,,,,,,
6639d0442aa97d8b88806061,,,,,,y,,,,,,,
6639d0372aa97d8b88806053,,,,,,y,,,,,,,
6639d03a2aa97d8b88806057,,,,,,y,Luật chỗ này đặt biệt,,,,,,
6639d04d2aa97d8b88806069,,,,,,y,,,,,,,
6639d0582aa97d8b88806073,,,,,,y,Sub t lấy nguyên cụm Technical Paper/Tutorial Proposals/PhD Symposium Paper due,,,,,,
6639d05a2aa97d8b88806075,,,,,,y,,,,,,,
6639d0672aa97d8b88806081,,,,,,y,,,,,,,
6639d0722aa97d8b8880608b,,,,,,y,"Luật dates đặt biệt, nhiều location",,,,,,
6639d08a2aa97d8b888060a3,,,,,,y,,,,,,,
6639d08d2aa97d8b888060a5,,,,,,y,"Luật dates đặt biệt, nhiều 2 cycle",,,,,,
6639d08f2aa97d8b888060a7,,,,,,y,,,,,,,
6639d0952aa97d8b888060ad,,,,,,y,,,,,,,
6639d0992aa97d8b888060b1,,,,,,y,,,,,,,
6639d0622aa97d8b8880607d,,,,,,y,,,,,,,
6639d07a2aa97d8b88806093,,,,,,y,,,,,,,
6639d0842aa97d8b8880609d,,,,,,y,,,,,,,
6639d0a32aa97d8b888060bb,,,,,,y,,,,,,,
6639d0652aa97d8b8880607f,,,,,,y,location từ ảnh,,,,,,
6639d07e2aa97d8b88806097,,,,,,y,,,,,,,
6639d0862aa97d8b8880609f,,,,,,y,,,,,,,
6639d09f2aa97d8b888060b7,,,,,,y,,,,,,,
6639d0a52aa97d8b888060bd,,,,,,y,,,,,,,
6639d0a92aa97d8b888060c1,,,,,,y,,,,,,,
6639d0702aa97d8b88806089,,,,,,y,,,,,,,
6639d0742aa97d8b8880608d,https://sites.google.com/view/iciap-2023,,,,,y,,,,,,,
6639d0782aa97d8b88806091,,,,,,y,,,,,,,
6639d0822aa97d8b8880609b,,,,,,y,,,,,,,
6639d0912aa97d8b888060a9,,,,,,y,,,,,,,
6639d0a72aa97d8b888060bf,,,,,,n,,,,,,,
6639d0b12aa97d8b888060c7,,,,,,y,,,,,,,
6639d0bb2aa97d8b888060d1,,,,,,y,,,,,,,
6639d0b72aa97d8b888060cd,,,,,,y,,,,,,,
6639d126387369a8970585f3,,,,,,y,,,,,,,
6639d12a387369a8970585f7,,,,,,y,,,,,,,
6639d131387369a8970585fd,,,,,,y,,,,,,,
6639d14c387369a897058619,https://sse.sysu.edu.cn/icnc2024/,,,,,n,link k load dc,,,,,,
6639d162387369a89705862f,https://ieee-cybermatics.org/2023/icpads/cfp.php,,,,,n,link die,,,,,,
6639d166387369a897058633,,,,,,y,,,,,,,
6639d168387369a897058635,,,,,,y,,,,,,,
6639d17c387369a897058645,,,,,,y,,,,,,,
6639d182387369a89705864b,,,,,,y,,,,,,,
6639d196387369a89705865f,,,,,,y,,,,,,,
6639d1aa387369a897058673,,,,,,y,,,,,,,
6639d1c6387369a89705868f,,,,,,y,,,,,,,
6639d3928fb9939b82bceb47,,,,,,n,k co link,,,,,,
6639d39c8fb9939b82bceb51,,,,,,y,,,,,,,
6639d3a18fb9939b82bceb55,,,,,,y,,,,,,,
6639d3a78fb9939b82bceb5b,,,,,,y,,,,,,,
6639d3b08fb9939b82bceb63,,,,,,n,k co link,,,,,,
6639d3bb8fb9939b82bceb6b,,,,,,y,,,,,,,
6639d3bf8fb9939b82bceb6f,,,,,,y,,,,,,,
6639d3c98fb9939b82bceb77,,,,,,y,,,,,,,
6639d3cd8fb9939b82bceb7b,,,,,,y,,,,,,,
6639d3e98fb9939b82bceb93,,,,,,y,,,,,,,
6639d4e04fd45eb8c2e67050,,,,,,y,,,,,,,
6639d4f14fd45eb8c2e6705e,,,,,,y,,,,,,,
6639d4f74fd45eb8c2e67062,,,,,,y,,,,,,,
6639d4f94fd45eb8c2e67064,,,,,,n,k co link,,,,,,
6639d5064fd45eb8c2e67070,,,,,,y,,,,,,,
6639d51c4fd45eb8c2e67082,,,,,,y,,,,,,,
6639d5234fd45eb8c2e67088,,,,,,y,,,,,,,
6639d53a4fd45eb8c2e6709a,,,,,,y,,,,,,,
6639d53c4fd45eb8c2e6709c,,,,,,y,,,,,,,
6639d5414fd45eb8c2e670a0,,,,,,n,k co link,,,,,,
6639d55d4fd45eb8c2e670b8,,,,,,y,,,,,,,
6639d55f4fd45eb8c2e670ba,,,,,,y,,,,,,,
6639d5644fd45eb8c2e670be,,,,,,y,,,,,,,
6639d5664fd45eb8c2e670c0,,,,,,y,,,,,,,
6639d5744fd45eb8c2e670ca,,,,,,y,,,,,,,
6639d5784fd45eb8c2e670ce,,,,,,y,,,,,,,
6639d59d4fd45eb8c2e670ee,,,,,,y,,,,,,,
6639d5bd4fd45eb8c2e67100,,,,,,y,,,,,,,
6639d5cb4fd45eb8c2e6710c,,,,,,y,,,,,,,
6639d6abb9c725a1d3ed3d9b,http://www.simulationaustralia.org.au/,,,,,n,link die,,,,,,
6639d6cbb9c725a1d3ed3dbb,,,,,,y,,,,,,,
6639d6d1b9c725a1d3ed3dc1,,,,,,y,,,,,,,
6639d6d3b9c725a1d3ed3dc3,,,,,,y,,,,,,,
6639d6e7b9c725a1d3ed3dd3,,,,,,y,,,,,,,
6639d6fbb9c725a1d3ed3de5,,,,,,y,,,,,,,
6639d733b9c725a1d3ed3e1b,,,,,,y,,,,,,,
6639d139387369a897058605,,,,,,y,,,,,,,
6639d145387369a897058611,,,,,,y,,,,,,,
6639d148387369a897058615,,,,,,y,,,,,,,
6639d150387369a89705861d,,,,,,y,,,,,,,
6639d16d387369a897058639,,,,,,y,,,,,,,
6639d179387369a897058643,,,,,,y,,,,,,,
6639d1a0387369a897058669,,,,,,n,k co link,,,,,,
6639d1bb387369a897058683,,,,,,y,,,,,,,
6639d1c5387369a89705868d,,,,,,y,,,,,,,
6639d32f8fb9939b82bceaf5,,,,,,y,,,,,,,
6639d33a8fb9939b82bceafd,,,,,,y,,,,,,,
6639d33c8fb9939b82bceaff,,,,,,y,,,,,,,
6639d3638fb9939b82bceb21,,,,,,n,k co link,,,,,,
6639d3728fb9939b82bceb2f,,,,,,y,,,,,,,
6639d3948fb9939b82bceb49,,,,,,y,,,,,,,
6639d39e8fb9939b82bceb53,,,,,,y,,,,,,,
6639d3bd8fb9939b82bceb6d,,,,,,y,,,,,,,
6639d3c28fb9939b82bceb71,,,,,,y,,,,,,,
6639d3db8fb9939b82bceb87,,,,,,y,,,,,,,
6639d3e38fb9939b82bceb8d,,,,,,y,,,,,,,
6639d3e58fb9939b82bceb8f,,,,,,y,,,,,,,
6639d3f28fb9939b82bceb9b,https://pervasivedisplays.org/2020/index.php/submissions/,,,,,n,link die,,,,,,
6639d4e94fd45eb8c2e67058,,,,,,y,,,,,,,
6639d4ef4fd45eb8c2e6705c,,,,,,y,,,,,,,
6639d50b4fd45eb8c2e67074,,,,,,y,,,,,,,
6639d5124fd45eb8c2e6707a,,,,,,y,,,,,,,
6639d5724fd45eb8c2e670c8,,,,,,y,,,,,,,
6639d58c4fd45eb8c2e670e0,,,,,,y,,,,,,,
6639d59f4fd45eb8c2e670f0,,,,,,y,,,,,,,
6639d699b9c725a1d3ed3d89,,,,,,y,,,,,,,
6639d6bdb9c725a1d3ed3dad,,,,,,y,,,,,,,
6639d6c1b9c725a1d3ed3db1,,,,,,y,,,,,,,
6639d6dab9c725a1d3ed3dc9,,,,,,y,,,,,,,
6639d6dfb9c725a1d3ed3dcd,,,,,,y,,,,,,,
6639d6f3b9c725a1d3ed3ddd,,,,,,y,,,,,,,
6639d707b9c725a1d3ed3df1,,,,,,y,,,,,,,
6639d725b9c725a1d3ed3e0d,,,,,,n,k co link,,,,,,
6639d72db9c725a1d3ed3e15,,,,,,y,,,,,,,
6639d116387369a8970585e3,,,,,,y,,,,,,,
6639d119387369a8970585e5,,,,,,y,,,,,,,
6639d120387369a8970585ed,,,,,,y,,,,,,,
6639d128387369a8970585f5,,,,,,y,,,,,,,
6639d135387369a897058601,,,,,,y,,,,,,,
6639d155387369a897058623,,,,,,y,,,,,,,
6639d164387369a897058631,,,,,,y,,,,,,,
6639d173387369a89705863d,,,,,,y,,,,,,,
6639d184387369a89705864d,,,,,,y,,,,,,,
6639d188387369a897058651,,,,,,y,,,,,,,
6639d19c387369a897058665,,,,,,y,,,,,,,
6639d19e387369a897058667,,,,,,y,,,,,,,
6639d1a2387369a89705866b,,,,,,y,,,,,,,
6639d1a4387369a89705866d,,,,,,y,,,,,,,
6639d1b5387369a89705867d,,,,,,y,,,,,,,
6639d1bf387369a897058687,,,,,,y,,,,,,,
6639d1c0387369a897058689,,,,,,y,,,,,,,
6639d1c8387369a897058691,,,,,,y,,,,,,,
6639d3408fb9939b82bceb03,,,,,,y,,,,,,,
6639d3428fb9939b82bceb05,,,,,,y,,,,,,,
6639d3468fb9939b82bceb09,,,,,,y,,,,,,,
6639d3508fb9939b82bceb11,,,,,,y,,,,,,,
6639d35e8fb9939b82bceb1d,,,,,,y,2025 ch cap nhat ngay,,,,,,
6639d38b8fb9939b82bceb41,,,,,,y,,,,,,,
6639d39a8fb9939b82bceb4f,,,,,,y,,,,,,,
6639d3a58fb9939b82bceb59,,,,,,y,,,,,,,
6639d3b68fb9939b82bceb67,,,,,,y,,,,,,,
6639d3c68fb9939b82bceb75,,,,,,y,,,,,,,
6639d3f78fb9939b82bceb9f,,,,,,y,,,,,,,
6639d3fc8fb9939b82bceba3,,,,,,y,,,,,,,
6639d4008fb9939b82bceba7,,,,,,y,,,,,,,
6639d4048fb9939b82bcebab,,,,,,n,chỉ co link 2021,,,,,,
6639d4078fb9939b82bcebad,,,,,,n,k co link,,,,,,
6639d4d74fd45eb8c2e6704a,,,,,,y,,,,,,,
6639d50e4fd45eb8c2e67076,https://critis2024.uniroma3.it/,,,,,n,link die,,,,,,
6639d5104fd45eb8c2e67078,,,,,,y,,,,,,,
6639d52a4fd45eb8c2e6708e,,,,,,y,,,,,,,
6639d5324fd45eb8c2e67094,,,,,,y,,,,,,,
6639d5764fd45eb8c2e670cc,,,,,,y,,,,,,,
6639d5814fd45eb8c2e670d6,,,,,,y,,,,,,,
6639d5894fd45eb8c2e670de,,,,,,y,k tìm thấy dates,,,,,,
6639d5944fd45eb8c2e670e6,,,,,,y,,,,,,,
6639d5a24fd45eb8c2e670f2,,,,,,y,,,,,,,
6639d5c14fd45eb8c2e67104,,,,,,y,,,,,,,
6639d6c3b9c725a1d3ed3db3,,,,,,y,,,,,,,
6639d6e9b9c725a1d3ed3dd5,,,,,,y,,,,,,,
6639d6efb9c725a1d3ed3dd9,,,,,,y,,,,,,,
6639d701b9c725a1d3ed3deb,,,,,,y,,,,,,,
6639d713b9c725a1d3ed3dfd,,,,,,y,,,,,,,
6639d11c387369a8970585e9,https://www.iclp24.utdallas.edu/call-for-papers/,,,,,y,,,,,,,
6639d0bd2aa97d8b888060d3,,,,,,y,,,,,,,
6639d11e387369a8970585eb,,,,,,y,,,,,,,
6639d146387369a897058613,,,,,,y,,,,,,,
6639d170387369a89705863b,,,,,,y,,,,,,,
6639d180387369a897058649,,,,,,y,,,,,,,
6639d186387369a89705864f,,,,,,y,,,,,,,
6639d198387369a897058661,,,,,,y,,,,,,,
6639d19a387369a897058663,,,,,,y,,,,,,,
6639d1b7387369a89705867f,,,,,,y,,,,,,,
6639d1bd387369a897058685,,,,,,n,k co link,,,,,,
6639d1c3387369a89705868b,,,,,,y,,,,,,,
6639d1ca387369a897058693,,,,,,y,,,,,,,
6639d1cf387369a897058697,,,,,,y,,,,,,,
6639d1d2387369a897058699,,,,,,y,,,,,,,
